Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,22/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mexico,MEX,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.44444444,72.22222222,68.88888889,70,76.66666667,80,85.55555556,88.88888889,87.77777778,87.77777778,85.55555556,92.22223333,98.8889,93.33336667,90,93.33333333,80,
Marshall Islands,MHL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222,32.22222222,36.66666667,41.11111111,41.11111111,41.11111111,46.66666667,53.33333333,53.33333333,46.66666667,37.77776667,28.8889,32.2222,32.2222,32.2222,35.55553333,
Middle income,MIC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.86145414,70.74071335,70.09483748,70.78588077,70.79943073,70.61576965,71.0106829,71.67336012,70.33068784,69.62091503,70.72026144,71.51634902,71.60784863,71.63398902,70.24837255,69.7124251,68.36602078,
North Macedonia,MKD,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66666667,77.77777778,74.44444444,74.44444444,81.11111111,75.55555556,78.88888889,78.88888889,80,80,84.44444444,83.33333333,81.1111,81.11113333,86.6667,82.22223333,72.22223333,
Mali,MLI,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,57.77777778,68.88888889,67.77777778,61.11111111,63.33333333,63.33333333,63.33333333,66.66666667,67.77777778,66.66666667,65.55556667,65.55556667,65.55556667,57.7778,67.7778,60,
Malta,MLT,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,62.22222222,61.11111111,57.77777778,57.77777778,48.88888889,52.22222222,51.11111111,48.88888889,50,46.66666667,55.55553333,55.55553333,64.4444,65.55553333,74.44446667,74.44446667,
Middle East & North Africa (excluding high income),MNA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777788,63.63636364,64.44444455,65.05050515,66.06060576,62.03703667,61.25000028,64.07407417,63.70370389,63.42592593,63.42592593,64.44445833,62.12964167,61.01851944,58.14815833,57.12963611,53.79630278,
Montenegro,MNE,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33333333,52.22333333,53.33333333,57.77777778,60,56.66666667,57.77777778,67.77777778,67.77777778,72.22222222,75.55555556,72.22223333,72.22223333,76.6667,76.6667,85.55556667,85.55556667,
Mongolia,MNG,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22222222,78.88888889,78.88888889,80,80,75.55555556,74.44444444,77.77777778,77.77777778,83.33333333,83.33333333,74.44443333,82.2222,78.88886667,81.1111,91.11113333,92.22223333,
Northern Mariana Islands,MNP,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.77777778,70,70,68.88888889,68.88888889,72.22222222,72.22222222,72.22222222,77.77777778,77.77777778,74.44444444,72.22223333,71.1111,68.8889,64.4445,64.4445,62.22226667,
Mauritania,MRT,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,54.44444444,61.11111111,61.11111111,57.77777778,65.55555556,62.22222222,63.33333333,56.66666667,60,58.88888889,66.6667,58.88893333,56.6667,61.11113333,54.44446667,61.11113333,
Mauritius,MUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,67.77777778,67.77777778,67.77777778,71.11111111,70,70,73.33333333,80,75.55555556,85.55555556,93.33336667,91.11113333,85.55556667,82.22223333,85.55556667,85.55556667,
Malawi,MWI,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.77777778,64.44444444,67.77777778,75.55555556,73.33333333,73.33333333,78.88888889,77.77777778,74.44444444,78.88888889,75.55555556,75.55556667,74.44446667,77.7778,77.7778,73.33333333,70,
Malaysia,MYS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55555556,78.88888889,84.44444444,81.11111111,80,84.44444444,80,76.66666667,70,71.11111111,74.44444444,74.44443333,77.77776667,81.1111,78.8889,78.8889,76.6667,
North America,NAC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88888889,58.88888889,56.66666667,58.88888889,56.66666667,50,52.22222222,57.77777778,56.66666667,54.44444444,48.88888889,47.7778,58.88893333,56.66666667,53.33336667,50.00003333,51.11113333,
New Caledonia,NCL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44444444,65.55555556,68.88888889,68.88888889,61.11111111,62.22222222,67.77777778,71.11111111,70,72.22222222,67.77777778,71.11113333,71.11113333,72.22223333,67.7778,67.7778,68.8889,
Nigeria,NGA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44444444,50,47.77777778,60,67.77777778,66.66666667,68.88888889,73.33333333,74.44444444,72.22222222,72.22222222,71.1111,67.77776667,63.33333333,63.33333333,56.66666667,53.33333333,
Nicaragua,NIC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88888889,83.33333333,76.66666667,76.66666667,70,72.22222222,75.55555556,71.11111111,68.88888889,65.55555556,65.55555556,70,70,68.8889,58.8889,51.11113333,46.66666667,
Netherlands,NLD,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22222222,75.55555556,80,74.44444444,67.77777778,67.77777778,64.44444444,63.33333333,66.66666667,61.11111111,65.55555556,72.22223333,70.00003333,73.33333333,74.44443333,74.44443333,72.22223333,
Nauru,NRU,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66666667,20,16.66666667,37.77773333,
New Zealand,NZL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.41666667,59.72222208,55.67901222,53.58024704,54.0740737,54.44444444,58.27160519,59.25925926,57.22222233,56.44444444,56.88888889,56.55556333,58.08080909,57.11110667,57.77777667,59.77778,59.22223,
Pakistan,PAK,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.33333333,80,81.11111111,85.55555556,84.44444444,83.33333333,76.66666667,74.44444444,71.11111111,67.77777778,74.44444444,75.55556667,75.55556667,75.55556667,74.44446667,71.11113333,72.22223333,
Panama,PAN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55555556,75.55555556,75.55555556,76.66666667,73.33333333,76.66666667,78.88888889,74.44444444,75.55555556,75.55555556,82.22222222,78.8889,73.33336667,68.8889,68.8889,73.33333333,61.1111,
Peru,PER,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33333333,84.44444444,80,78.88888889,80,81.11111111,81.11111111,81.11111111,83.33333333,88.88888889,98.88888889,93.33333333,93.33333333,90,83.33333333,80,80,
Philippines,PHL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.11111111,86.66666667,83.33333333,88.88888889,92.22222222,92.22222222,88.88888889,88.88888889,83.33333333,84.44444444,77.77777778,82.2222,82.2222,82.2222,81.11113333,81.11113333,82.22223333,
Palau,PLW,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.66666667,37.77777778,34.44444444,34.44444444,34.44444444,34.44444444,30,33.33333333,33.33333333,36.66666667,42.2222,48.88886667,45.55553333,48.88886667,48.88886667,48.88886667,
Papua New Guinea,PNG,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.66666667,48.88888889,52.22222222,47.77777778,44.44444444,48.88888889,41.11111111,37.77777778,37.77777778,37.77777778,46.66666667,45.55556667,50,43.33333333,53.3333,52.22216667,52.22216667,
Poland,POL,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33333333,86.66666667,86.66666667,86.66666667,86.66666667,86.66666667,85.55555556,82.22222222,82.22222222,84.44444444,78.88888889,85.55556667,77.7778,77.7778,82.22223333,82.22223333,78.8889,
Pre-demographic dividend,PRE,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.07744101,52.25589222,52.90849667,53.88888882,53.39869284,54.24836618,56.40522892,57.25490186,56.85714257,56.89814815,56.34259259,57.80865463,58.30248056,58.24074722,55.98766667,56.72840648,55.12346667,
Puerto Rico,PRI,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88888889,62.22222222,62.22222222,65.55555556,66.66666667,71.11111111,70,70,70,71.11111111,71.11111111,72.22223333,70.00003333,67.77776667,64.44443333,65.55556667,65.55556667,
West Bank and Gaza,PSE,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,42.22222222,67.77777778,74.44444444,83.33333333,82.22222222,80,70,80,73.33333333,76.66666667,77.7778,
Pacific island small states,PSS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.88888889,93.33333333,96.66666667,96.66666667,96.66666667,95.55555556,95.55555556,95.55555556,92.22222222,86.66666667,87.77777778,82.22223333,77.7778,81.11113333,81.11113333,78.88886667,84.44446667,
Russian Federation,RUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55555556,87.77777778,76.66666667,83.33333333,83.33333333,84.44444444,87.77777778,90,82.22222222,82.22222222,84.44444444,81.11113333,81.11113333,83.33333333,83.33333333,82.22223333,82.22223333,
Rwanda,RWA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11111111,63.33333333,64.44444444,66.66666667,66.66666667,74.44444444,67.77777778,67.77777778,76.66666667,73.33333333,78.88888889,73.33336667,70.00003333,77.7778,65.55556667,65.55556667,73.33333333,
South Asia,SAS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74074111,68.88888889,70.37037056,71.11111111,69.81481444,69.07407444,70,68.51851833,67.96296333,66.66666667,72.40740741,71.11112222,72.5926,74.07408333,70.55556667,69.07408333,69.81483333,
Saudi Arabia,SAU,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55555556,31.11111111,33.33333333,36.66666667,35.55555556,42.22222222,44.44444444,44.44444444,43.33333333,40,43.33333333,51.1111,63.33336667,66.66666667,71.1111,71.1111,54.4445,
Senegal,SEN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88888889,76.66666667,73.33333333,77.77777778,72.22222222,70,73.33333333,66.66666667,63.33333333,71.11111111,73.33333333,75.55556667,75.55556667,76.66666667,81.11113333,80,66.66663333,
Singapore,SGP,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.11111111,31.11111111,31.11111111,30,33.33333333,40,42.22222222,42.22222222,50,53.33333333,48.88886667,48.88886667,52.2222,54.44446667,48.8889,55.55556667,
Sierra Leone,SLE,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,43.33333333,47.77777778,46.66666667,52.22222222,52.22222222,48.88888889,54.44444444,58.88888889,58.88888889,63.33336667,63.33336667,58.8889,55.55556667,55.55556667,60.00003333,
El Salvador,SLV,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.44444333,74.44444444,74.44444444,74.44444444,77.77777778,84.44444444,91.11111111,87.77777778,91.11111111,91.11111111,91.11111111,91.11113333,92.22223333,92.22223333,85.55556667,88.8889,82.22223333,
San Marino,SMR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22222222,22.22222222,23.33333333,26.66666667,23.33333333,24.44444444,26.66666667,23.33333333,26.66666667,24.44444444,20,20,20,23.33333333,26.66666667,26.66666667,34.44443333,
Serbia,SRB,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33333333,62.22,64.44333333,68.88666667,68.88666667,75.55333333,75.55333333,83.33333333,83.33333333,91.11111111,92.33333333,90,90,93.33333333,86.66666667,88.8889,88.8889,
Sub-Saharan Africa (excluding high income),SSA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.58201048,56.40211635,56.90476175,57.11640198,56.21693119,57.16931222,58.83597897,59.60317444,59.17312651,58.75,58.11868687,59.49496136,59.54546591,59.79798561,58.2070803,58.88889773,57.19697879,
South Sudan,SSD,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,29.44444444,34.44446667,37.7778,43.33333333,42.22223333,45.55556667,43.3333,
Sub-Saharan Africa,SSF,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.33333333,62.66666633,59.19191909,57.67676788,57.57575727,57.17171697,60.90909091,62.32323212,59.9074075,59.44444444,59.16666667,58.33334167,59.82905897,57.40740278,57.31481111,58.88889167,57.87037778,
Sao Tome and Principe,STP,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.11111111,51.11111111,60,60,65.55555556,61.11111111,61.11111111,63.33333333,70,68.88888889,65.55556667,60.00003333,70,63.33333333,63.33333333,57.77783333,
Suriname,SUR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,51.11111111,55.55555556,55.55555556,70,71.11111111,73.33333333,64.44444444,63.33333333,63.33333333,62.22226667,65.55556667,72.22223333,71.11113333,71.11113333,57.77776667,
Slovak Republic,SVK,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.88888889,85.55555556,84.44444444,84.44444444,85.55555556,83.33333333,83.33333333,83.33333333,83.33333333,86.66666667,83.33333333,86.66666667,83.33333333,,,,,
Slovenia,SVN,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55555556,65.55555556,66.66666667,60,61.11111111,64.44444444,67.77777778,64.44444444,65.55555556,60,60,58.8889,55.55556667,58.8889,71.1111,66.66666667,71.11113333,
Sint Maarten (Dutch part),SXM,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11111111,61.11111111,64.44444444,65.55555556,65.55555556,58.88888889,56.66666667,63.33333333,65.55555556,62.22222222,65.55553333,69.99996667,78.88886667,75.55553333,72.2222,72.2222,
Syrian Arab Republic,SYR,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777778,61.11111111,61.11111111,56.66666667,62.22222222,54.44444444,56.66666667,60,52.22222222,43.33333333,44.44444444,47.77776667,37.7778,32.22223333,30,26.66666667,22.2222,
Turks and Caicos Islands,TCA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,61.11111111,61.11111111,52.22222222,51.11111111,53.33333333,56.66666667,54.44444444,64.44444444,63.33333333,63.33333333,65.5556,54.4445,48.8889,51.11113333,50.00003333,54.44446667,
East Asia & Pacific (IDA & IBRD countries),TEA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3030303,72.32323242,69.25925944,69.62962944,70.0925925,69.35185222,69.35185194,69.16666667,67.40740722,68.88888889,71.38888889,72.03703889,73.33333056,73.70369722,74.16666944,75.0926,74.53704444,
Europe & Central Asia (IDA & IBRD countries),TEC,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.76719582,79.15333323,79.20629619,79.84116413,81.11100524,81.16391513,80.89936529,81.26984159,81.26984106,78.83838384,78.33838384,77.77778636,77.9293,79.04041061,78.48485606,77.77778182,77.32323636,
Togo,TGO,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.22222222,50,53.33333333,54.44444444,47.77777778,47.77777778,51.11111111,54.44444444,56.66666667,63.33333333,64.44444444,65.55556667,68.8889,70,73.33333333,74.44443333,67.7778,
Thailand,THA,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22222222,82.22222222,82.22222222,81.11111111,81.11111111,80,80,83.33333333,82.22222222,80,83.33333333,85.55556667,85.55556667,90,82.22223333,80,83.33333333,
Tajikistan,TJK,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22222222,74.44444444,71.11111111,72.22222222,73.33333333,77.77777778,74.44444444,75.55555556,75.55555556,75.55555556,75.55555556,81.11113333,81.11113333,77.7778,73.33333333,73.33333333,72.22223333,
