iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,China,22/01/2020,547,,,17,,,0.384,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.39,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/01/2020,639,92,,18,1,,0.448,0.065,,0.013,0.001,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/01/2020,916,277,,26,8,,0.642,0.194,,0.018,0.006,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/01/2020,1399,483,,42,16,,0.981,0.339,,0.029,0.011,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.69,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/01/2020,2062,663,,56,14,,1.446,0.465,,0.039,0.01,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/01/2020,2863,801,,82,26,,2.008,0.562,,0.058,0.018,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/01/2020,5494,2631,706.714,131,49,16.286,3.853,1.845,0.496,0.092,0.034,0.011,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/01/2020,6070,576,789,133,2,16.571,4.257,0.404,0.553,0.093,0.001,0.012,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/01/2020,8124,2054,1069.286,171,38,21.857,5.698,1.441,0.75,0.12,0.027,0.015,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,31/01/2020,9783,1659,1266.714,213,42,26.714,6.861,1.163,0.888,0.149,0.029,0.019,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/02/2020,11871,2088,1496,259,46,31,8.325,1.464,1.049,0.182,0.032,0.022,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/02/2020,16607,4736,2077.857,361,102,43.571,11.647,3.321,1.457,0.253,0.072,0.031,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/02/2020,19693,3086,2404.286,425,64,49,13.811,2.164,1.686,0.298,0.045,0.034,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/02/2020,23680,3987,2598,490,65,51.286,16.607,2.796,1.822,0.344,0.046,0.036,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/02/2020,27409,3729,3048.429,562,72,61.286,19.222,2.615,2.138,0.394,0.05,0.043,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/02/2020,30553,3144,3204.143,632,70,65.857,21.427,2.205,2.247,0.443,0.049,0.046,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/02/2020,34075,3522,3470.286,717,85,72,23.897,2.47,2.434,0.503,0.06,0.05,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/02/2020,36778,2703,3558.143,804,87,77.857,25.793,1.896,2.495,0.564,0.061,0.055,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/02/2020,39790,3012,3311.857,904,100,77.571,27.905,2.112,2.323,0.634,0.07,0.054,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.31,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/02/2020,42306,2516,3230.429,1011,107,83.714,29.67,1.765,2.266,0.709,0.075,0.059,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/02/2020,44327,2021,2949.571,1111,100,88.714,31.087,1.417,2.069,0.779,0.07,0.062,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/02/2020,44699,372,2470,1116,5,79.143,31.348,0.261,1.732,0.783,0.004,0.056,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/02/2020,59832,15133,4182.714,1368,252,105.143,41.961,10.613,2.933,0.959,0.177,0.074,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/02/2020,66292,6460,4602.429,1520,152,114.714,46.492,4.531,3.228,1.066,0.107,0.08,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,15/02/2020,68347,2055,4509.857,1662,142,122.571,47.933,1.441,3.163,1.166,0.1,0.086,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/02/2020,70446,2099,4379.429,1765,103,123,49.405,1.472,3.071,1.238,0.072,0.086,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/02/2020,72364,1918,4294,1863,98,121.714,50.75,1.345,3.011,1.307,0.069,0.085,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/02/2020,74139,1775,4258.857,2002,139,127.286,51.995,1.245,2.987,1.404,0.097,0.089,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/02/2020,74546,407,4263.857,2114,112,142.571,52.28,0.285,2.99,1.483,0.079,0.1,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/02/2020,74999,453,2166.714,2236,122,124,52.598,0.318,1.52,1.568,0.086,0.087,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/02/2020,75472,473,1311.429,2236,0,102.286,52.93,0.332,0.92,1.568,0,0.072,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/02/2020,76922,1450,1225,2441,205,111.286,53.947,1.017,0.859,1.712,0.144,0.078,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/02/2020,76938,16,927.429,2443,2,96.857,53.958,0.011,0.65,1.713,0.001,0.068,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/02/2020,77152,214,684,2593,150,104.286,54.108,0.15,0.48,1.819,0.105,0.073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/02/2020,77660,508,503,2663,70,94.429,54.464,0.356,0.353,1.868,0.049,0.066,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/02/2020,78065,405,502.714,2715,52,85.857,54.748,0.284,0.353,1.904,0.036,0.06,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/02/2020,78498,433,499.857,2744,29,72.571,55.052,0.304,0.351,1.924,0.02,0.051,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/02/2020,78824,326,478.857,2788,44,78.857,55.281,0.229,0.336,1.955,0.031,0.055,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/02/2020,79251,427,332.714,2835,47,56.286,55.58,0.299,0.233,1.988,0.033,0.039,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/03/2020,79826,575,412.571,2870,35,61,55.983,0.403,0.289,2.013,0.025,0.043,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/03/2020,80026,200,410.571,2912,42,45.571,56.124,0.14,0.288,2.042,0.029,0.032,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/03/2020,80151,125,355.857,2945,33,40.286,56.211,0.088,0.25,2.065,0.023,0.028,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/03/2020,80271,120,315.143,2981,36,38,56.295,0.084,0.221,2.091,0.025,0.027,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/03/2020,80422,151,274.857,3013,32,38.429,56.401,0.106,0.193,2.113,0.022,0.027,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/03/2020,80573,151,249.857,3042,29,36.286,56.507,0.106,0.175,2.133,0.02,0.025,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/03/2020,80652,79,200.143,3070,28,33.571,56.563,0.055,0.14,2.153,0.02,0.024,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/03/2020,80699,47,124.714,3097,27,32.429,56.596,0.033,0.087,2.172,0.019,0.023,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/03/2020,80735,36,101.286,3120,23,29.714,56.621,0.025,0.071,2.188,0.016,0.021,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/03/2020,80757,22,86.571,3136,16,27.286,56.636,0.015,0.061,2.199,0.011,0.019,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/03/2020,80785,28,73.429,3158,22,25.286,56.656,0.02,0.051,2.215,0.015,0.018,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/03/2020,80793,8,53,3169,11,22.286,56.662,0.006,0.037,2.222,0.008,0.016,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/03/2020,80801,8,32.571,3176,7,19.143,56.667,0.006,0.023,2.227,0.005,0.013,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/03/2020,80827,26,25,3189,13,17,56.685,0.018,0.018,2.237,0.009,0.012,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,15/03/2020,80848,21,21.286,3200,11,14.714,56.7,0.015,0.015,2.244,0.008,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.02,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/03/2020,80867,19,18.857,3215,15,13.571,56.713,0.013,0.013,2.255,0.011,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/03/2020,80884,17,18.143,3228,13,13.143,56.725,0.012,0.013,2.264,0.009,0.009,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/03/2020,80906,22,17.286,3239,11,11.571,56.741,0.015,0.012,2.272,0.008,0.008,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/03/2020,80931,25,19.714,3247,8,11.143,56.758,0.018,0.014,2.277,0.006,0.008,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/03/2020,80977,46,25.143,3251,4,10.714,56.791,0.032,0.018,2.28,0.003,0.008,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/03/2020,81014,37,26.714,3258,7,9.857,56.817,0.026,0.019,2.285,0.005,0.007,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/03/2020,81094,80,35.143,3273,15,10.429,56.873,0.056,0.025,2.295,0.011,0.007,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/03/2020,81118,24,35.857,3275,2,8.571,56.889,0.017,0.025,2.297,0.001,0.006,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/03/2020,81180,62,42.286,3282,7,7.714,56.933,0.043,0.03,2.302,0.005,0.005,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/03/2020,81221,41,45,3286,4,6.714,56.962,0.029,0.032,2.305,0.003,0.005,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/03/2020,81298,77,52.429,3295,9,6.857,57.016,0.054,0.037,2.311,0.006,0.005,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/03/2020,81345,47,52.571,3300,5,7,57.049,0.033,0.037,2.314,0.004,0.005,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/03/2020,81401,56,55.286,3303,3,6.429,57.088,0.039,0.039,2.316,0.002,0.005,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/03/2020,81444,43,50,3309,6,5.143,57.118,0.03,0.035,2.321,0.004,0.004,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/03/2020,81478,34,51.429,3314,5,5.571,57.142,0.024,0.036,2.324,0.004,0.004,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,31/03/2020,83065,1587,269.286,3319,5,5.286,58.255,1.113,0.189,2.328,0.004,0.004,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/04/2020,83224,159,286.143,3328,9,6,58.366,0.112,0.201,2.334,0.006,0.004,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/04/2020,83304,80,286.571,3335,7,5.714,58.423,0.056,0.201,2.339,0.005,0.004,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/04/2020,83391,87,292.286,3344,9,6.286,58.484,0.061,0.205,2.345,0.006,0.004,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/04/2020,83467,76,295.143,3349,5,6.571,58.537,0.053,0.207,2.349,0.004,0.005,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/04/2020,83541,74,299.571,3353,4,6.286,58.589,0.052,0.21,2.352,0.003,0.004,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/04/2020,83653,112,310.714,3357,4,6.143,58.667,0.079,0.218,2.354,0.003,0.004,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/04/2020,83713,60,92.571,3358,1,5.571,58.709,0.042,0.065,2.355,0.001,0.004,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/04/2020,83904,191,97.143,3362,4,4.857,58.843,0.134,0.068,2.358,0.003,0.003,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/04/2020,84006,102,100.286,3368,6,4.714,58.915,0.072,0.07,2.362,0.004,0.003,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/04/2020,84081,75,98.571,3369,1,3.571,58.967,0.053,0.069,2.363,0.001,0.003,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/04/2020,84163,82,99.429,3375,6,3.714,59.025,0.058,0.07,2.367,0.004,0.003,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/04/2020,84328,165,112.429,3377,2,3.429,59.141,0.116,0.079,2.368,0.001,0.002,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/04/2020,84435,107,111.714,3381,4,3.429,59.216,0.075,0.078,2.371,0.003,0.002,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/04/2020,84512,77,114.143,3383,2,3.571,59.27,0.054,0.08,2.373,0.001,0.003,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
