iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,China,27/04/2022,780638,12981,18713.714,5167,48,31.714,547.475,9.104,13.124,3.624,0.034,0.022,0.69,,,,,,,,,,,,,,,,,,3338555000,1284646000,1249413000,748596000,2270000,2295286,234.14,90.09,87.62,52.5,1610,280667,0.02,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/04/2022,791030,10392,17492.286,5214,47,37.143,554.763,7.288,12.268,3.657,0.033,0.026,0.64,,,,,,,,,,,,,,,,,,3340711000,1284935000,1249688000,750189000,2156000,2237429,234.29,90.11,87.64,52.61,1569,281857,0.02,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/04/2022,801595,10565,16365.429,5266,52,43,562.173,7.409,11.477,3.693,0.036,0.03,0.6,,,,,,,,,,,,,,,,,,3343008000,,,,2297000,2198857,234.45,,,,1542,264497,0.019,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/04/2022,811332,9737,14453.714,5313,47,48,569.001,6.829,10.137,3.726,0.033,0.034,0.57,,,,,,,,,,,,,,,,,,3344528000,,,,1520000,2108857,234.56,,,,1479,247136,0.017,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/05/2022,819692,8360,12602.857,5384,71,52.571,574.864,5.863,8.839,3.776,0.05,0.037,0.54,,,,,,,,,,,,,,,,,,3345524000,,,,996000,1964714,234.63,,,,1378,229776,0.016,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/05/2022,826467,6775,10797.429,5404,20,48.143,579.616,4.751,7.572,3.79,0.014,0.034,0.51,,,,,,,,,,,,,,,,,,3346607000,,,,1083000,1798429,234.7,,,,1261,212415,0.015,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/05/2022,832353,5886,9242.286,5420,16,43,583.744,4.128,6.482,3.801,0.011,0.03,0.49,,,,,,,,,,,,,,,,,,3347640000,,,,1033000,1622143,234.78,,,,1138,195054,0.014,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/05/2022,837700,5347,8151.714,5433,13,38,587.494,3.75,5.717,3.81,0.009,0.027,0.48,,,,,,,,,,,,,,,,,,3348588000,,,,948000,1433286,234.84,,,,1005,177694,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/05/2022,842624,4924,7370.571,5445,12,33,590.947,3.453,5.169,3.819,0.008,0.023,0.46,,,,,,,,,,,,,,,,,,3349702000,1286049000,1251042000,756723000,1114000,1284429,234.92,90.19,87.74,53.07,901,159143,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/05/2022,847127,4503,6504.571,5458,13,27.429,594.105,3.158,4.562,3.828,0.009,0.019,0.45,,,,,,,,,,,,,,,,,,3350934000,,,,1232000,1132286,235.01,,,,794,159796,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/05/2022,851594,4467,5751.714,5466,8,21.857,597.238,3.133,4.034,3.833,0.006,0.015,0.45,,,,,,,,,,,,,,,,,,3352053000,,,,1119000,1075000,235.09,,,,754,160449,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/05/2022,856001,4407,5187,5477,11,13.286,600.329,3.091,3.638,3.841,0.008,0.009,0.44,,,,,,,,,,,,,,,,,,3353022000,,,,969000,1071143,235.15,,,,751,161102,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/05/2022,860038,4037,4795.857,5483,6,11.286,603.16,2.831,3.363,3.845,0.004,0.008,0.44,,,,,,,,,,,,,,,,,,3354196000,,,,1174000,1084143,235.24,,,,760,161755,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/05/2022,863307,3269,4422,5490,7,10,605.452,2.293,3.101,3.85,0.005,0.007,0.42,,,,,,,,,,,,,,,,,,3355535000,,,,1339000,1127857,235.33,,,,791,162408,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/05/2022,864923,1616,3889,5495,5,8.857,606.586,1.133,2.727,3.854,0.004,0.006,0.39,,,,,,,,,,,,,,,,,,3357120000,,,,1585000,1218857,235.44,,,,855,163061,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/05/2022,866836,1913,3458.857,5498,3,7.571,607.927,1.342,2.426,3.856,0.002,0.005,0.38,,,,,,,,,,,,,,,,,,3358576000,1287195000,1252592000,762897000,1456000,1267714,235.54,90.27,87.85,53.5,889,163714,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/05/2022,869137,2301,3144.286,5499,1,5.857,609.541,1.614,2.205,3.857,0.001,0.004,0.38,,,,,,,,,,,,,,,,,,3360050000,,,,1474000,1302286,235.65,,,,913,165355,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/05/2022,871024,1887,2775.714,5502,3,5.143,610.865,1.323,1.947,3.859,0.002,0.004,0.38,,,,,,,,,,,,,,,,,,3361333000,,,,1283000,1325714,235.74,,,,930,166996,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,15/05/2022,872604,1580,2371.857,5506,4,4.143,611.973,1.108,1.663,3.861,0.003,0.003,0.38,,,,,,,,,,,,,,,,,,3362389000,,,,1056000,1338143,235.81,,,,938,168637,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/05/2022,873802,1198,1966.286,5507,1,3.429,612.813,0.84,1.379,3.862,0.001,0.002,0.38,,,,,,,,,,,,,,,,,,3363651000,,,,1262000,1350714,235.9,,,,947,170278,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/05/2022,874908,1106,1657.286,5510,3,2.857,613.588,0.776,1.162,3.864,0.002,0.002,0.38,,,,,,,,,,,,,,,,,,3364987000,,,,1336000,1350286,235.99,,,,947,171918,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/05/2022,876105,1197,1597.429,5511,1,2.286,614.428,0.839,1.12,3.865,0.001,0.002,0.39,,,,,,,,,,,,,,,,,,3366402000,,,,1415000,1326000,236.09,,,,930,173559,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/05/2022,877107,1002,1467.286,5511,0,1.857,615.131,0.703,1.029,3.865,0,0.001,0.39,,,,,,,,,,,,,,,,,,3367720000,,,,1318000,1306286,236.18,,,,916,175200,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/05/2022,878216,1109,1297,5512,1,1.857,615.908,0.778,0.91,3.866,0.001,0.001,0.4,,,,,,,,,,,,,,,,,,3369057000,,,,1337000,1286714,236.28,,,,902,175200,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/05/2022,879328,1112,1186.286,5515,3,1.857,616.688,0.78,0.832,3.868,0.002,0.001,0.41,,,,,,,,,,,,,,,,,,3370162000,,,,1105000,1261286,236.36,,,,885,175200,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/05/2022,880199,871,1085,5516,1,1.429,617.299,0.611,0.761,3.868,0.001,0.001,0.41,,,,,,,,,,,,,,,,,,3371096000,1288947000,1254875000,771380000,934000,1243857,236.42,90.4,88.01,54.1,872,175200,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/05/2022,880981,782,1025.571,5517,1,1.429,617.848,0.548,0.719,3.869,0.001,0.001,0.41,,,,,,,,,,,,,,,,,,3372243000,,,,1147000,1227429,236.5,,,,861,172921,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/05/2022,881573,592,952.143,5517,0,1,618.263,0.415,0.668,3.869,0,0.001,0.41,,,,,,,,,,,,,,,,,,3373460000,,,,1217000,1210429,236.59,,,,849,170643,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/05/2022,882136,563,861.571,5518,1,1,618.658,0.395,0.604,3.87,0.001,0.001,0.41,,,,,,,,,,,,,,,,,,3374726000,,,,1266000,1189143,236.68,,,,834,168364,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/05/2022,882609,473,786,5519,1,1.143,618.989,0.332,0.551,3.871,0.001,0.001,0.41,,,,,,,,,,,,,,,,,,3375898000,1289584000,1255732000,774679000,1172000,1168286,236.76,90.44,88.07,54.33,819,166086,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/05/2022,883008,399,684.571,5519,0,1,619.269,0.28,0.48,3.871,0,0.001,0.41,,,,,,,,,,,,,,,,,,3377153000,,,,1255000,1156571,236.85,,,,811,164295,0.012,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/05/2022,883334,326,572.286,5519,0,0.571,619.498,0.229,0.401,3.871,0,0,0.42,,,,,,,,,,,,,,,,,,3378211000,,,,1058000,1149857,236.92,,,,806,162505,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/05/2022,883552,218,479,5519,0,0.429,619.651,0.153,0.336,3.871,0,0,0.44,,,,,,,,,,,,,,,,,,3379075000,,,,864000,1139857,236.98,,,,799,160714,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/05/2022,883747,195,395.143,5519,0,0.286,619.787,0.137,0.277,3.871,0,0,0.47,,,,,,,,,,,,,,,,,,3380191000,,,,1116000,1135429,237.06,,,,796,161202,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,31/05/2022,883902,155,332.714,5519,0,0.286,619.896,0.109,0.233,3.871,0,0,0.52,,,,,,,,,,,,,,,,,,3381314000,,,,1123000,1122000,237.14,,,,787,161690,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/06/2022,883995,93,265.571,5520,1,0.286,619.961,0.065,0.186,3.871,0.001,0,0.56,,,,,,,,,,,,,,,,,,3382178000,1290560000,1256857000,778843000,864000,1064571,237.2,90.51,88.15,54.62,747,162179,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/06/2022,884149,154,220,5520,0,0.143,620.069,0.108,0.154,3.871,0,0,0.61,,,,,,,,,,,,,,,,,,3382998000,,,,820000,1014286,237.26,,,,711,152571,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/06/2022,884320,171,187.429,5520,0,0.143,620.189,0.12,0.131,3.871,0,0,0.65,,,,,,,,,,,,,,,,,,3383416000,,,,418000,894714,237.28,,,,627,142476,0.01,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/06/2022,884320,0,140.857,5521,1,0.286,620.189,0,0.099,3.872,0.001,0,0.69,,,,,,,,,,,,,,,,,,3383918000,1290836000,1257199000,779977000,502000,815286,237.32,90.53,88.17,54.7,572,132381,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/06/2022,884629,309,153.857,5521,0,0.286,620.406,0.217,0.108,3.872,0,0,0.76,,,,,,,,,,,,,,,,,,3384372000,,,,454000,756714,237.35,,,,531,126976,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/06/2022,884828,199,154.429,5521,0,0.286,620.546,0.14,0.108,3.872,0,0,0.81,,,,,,,,,,,,,,,,,,3385080000,,,,708000,698429,237.4,,,,490,121571,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/06/2022,885031,203,161.286,5521,0,0.286,620.688,0.142,0.113,3.872,0,0,0.85,,,,,,,,,,,,,,,,,,3385853000,,,,773000,648429,237.46,,,,455,116167,0.008,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/06/2022,885249,218,179.143,5521,0,0.143,620.841,0.153,0.126,3.872,0,0,0.9,,,,,,,,,,,,,,,,,,3386647000,,,,794000,638429,237.51,,,,448,110762,0.008,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/06/2022,885454,205,186.429,5521,0,0.143,620.985,0.144,0.131,3.872,0,0,0.99,,,,,,,,,,,,,,,,,,3387446000,,,,799000,635429,237.57,,,,446,115452,0.008,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,10/06/2022,885634,180,187.714,5522,1,0.286,621.111,0.126,0.132,3.873,0.001,0,1.07,,,,,,,,,,,,,,,,,,3388256000,,,,810000,691429,237.62,,,,485,120143,0.008,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,11/06/2022,885897,263,225.286,5523,1,0.286,621.295,0.184,0.158,3.873,0.001,0,1.14,,,,,,,,,,,,,,,,,,3388904000,,,,648000,712286,237.67,,,,500,124833,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,12/06/2022,886073,176,206.286,5523,0,0.286,621.419,0.123,0.145,3.873,0,0,1.18,,,,,,,,,,,,,,,,,,3389454000,,,,550000,726000,237.71,,,,509,124833,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,13/06/2022,886293,220,209.286,5523,0,0.286,621.573,0.154,0.147,3.873,0,0,1.22,,,,,,,,,,,,,,,,,,3390194000,,,,740000,730571,237.76,,,,512,124833,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,14/06/2022,886498,205,209.571,5523,0,0.286,621.717,0.144,0.147,3.873,0,0,1.26,,,,,,,,,,,,,,,,,,3391088000,,,,894000,747857,237.82,,,,524,124833,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,15/06/2022,886707,209,208.286,5523,0,0.286,621.863,0.147,0.146,3.873,0,0,1.28,,,,,,,,,,,,,,,,,,3391955000,,,,867000,758286,237.88,,,,532,124833,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,16/06/2022,886865,158,201.571,5523,0,0.286,621.974,0.111,0.141,3.873,0,0,1.3,,,,,,,,,,,,,,,,,,3393119000,1292334000,1259184000,785696000,1164000,810429,237.97,90.63,88.31,55.1,568,124833,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,17/06/2022,886999,134,195,5523,0,0.143,622.068,0.094,0.137,3.873,0,0,1.3,,,,,,,,,,,,,,,,,,3393907000,,,,788000,807286,238.02,,,,566,129714,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,18/06/2022,887201,202,186.286,5523,0,0,622.21,0.142,0.131,3.873,0,0,1.31,,,,,,,,,,,,,,,,,,3394504000,,,,597000,800000,238.06,,,,561,134595,0.009,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,19/06/2022,887352,151,182.714,5523,0,0,622.316,0.106,0.128,3.873,0,0,1.31,,,,,,,,,,,,,,,,,,3395026000,,,,522000,796000,238.1,,,,558,139476,0.01,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,20/06/2022,887457,105,166.286,5523,0,0,622.389,0.074,0.117,3.873,0,0,1.31,,,,,,,,,,,,,,,,,,3395704000,,,,678000,787143,238.15,,,,552,144357,0.01,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,21/06/2022,887590,133,156,5523,0,0,622.483,0.093,0.109,3.873,0,0,1.31,,,,,,,,,,,,,,,,,,3396446000,,,,742000,765429,238.2,,,,537,149238,0.01,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,22/06/2022,887728,138,145.857,5523,0,0,622.579,0.097,0.102,3.873,0,0,1.32,,,,,,,,,,,,,,,,,,3397224000,,,,778000,752714,238.25,,,,528,154119,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,23/06/2022,887848,120,140.429,5523,0,0,622.663,0.084,0.098,3.873,0,0,1.33,,,,,,,,,,,,,,,,,,3397993000,1293447000,1259987000,788701000,769000,696286,238.31,90.71,88.37,55.31,488,159000,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,24/06/2022,887992,144,141.857,5523,0,0,622.764,0.101,0.099,3.873,0,0,1.33,,,,,,,,,,,,,,,,,,3398762000,,,,769000,693571,238.36,,,,486,157643,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,25/06/2022,888120,128,131.286,5524,1,0.143,622.854,0.09,0.092,3.874,0.001,0,1.32,,,,,,,,,,,,,,,,,,3399317000,,,,555000,687571,238.4,,,,482,156286,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,26/06/2022,888227,107,125,5524,0,0.143,622.929,0.075,0.088,3.874,0,0,1.32,,,,,,,,,,,,,,,,,,3399803000,,,,486000,682429,238.43,,,,479,154929,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,27/06/2022,888303,76,120.857,5524,0,0.143,622.983,0.053,0.085,3.874,0,0,1.31,,,,,,,,,,,,,,,,,,3400401000,1294045000,1260501000,790025000,598000,671000,238.48,90.75,88.4,55.41,471,153571,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,28/06/2022,888409,106,117,5524,0,0.143,623.057,0.074,0.082,3.874,0,0,1.3,,,,,,,,,,,,,,,,,,3401112000,,,,711000,666571,238.53,,,,467,153443,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,29/06/2022,888546,137,116.857,5525,1,0.286,623.153,0.096,0.082,3.875,0.001,0,1.3,,,,,,,,,,,,,,,,,,3401857000,,,,745000,661857,238.58,,,,464,153314,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,30/06/2022,888657,111,115.571,5526,1,0.429,623.231,0.078,0.081,3.875,0.001,0,1.31,,,,,,,,,,,,,,,,,,3402622000,,,,765000,661286,238.63,,,,464,153186,0.011,79.17,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,01/07/2022,888729,72,105.286,5526,0,0.429,623.281,0.05,0.074,3.875,0,0,1.3,,,,,,,,,,,,,,,,,,3403201000,,,,579000,634143,238.67,,,,445,154414,0.011,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,02/07/2022,889229,500,158.429,5527,1,0.429,623.632,0.351,0.111,3.876,0.001,0,1.3,,,,,,,,,,,,,,,,,,3403643000,,,,442000,618000,238.7,,,,433,155643,0.011,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,03/07/2022,889664,435,205.286,5527,0,0.429,623.937,0.305,0.144,3.876,0,0,1.29,,,,,,,,,,,,,,,,,,3403989000,,,,346000,598000,238.73,,,,419,156871,0.011,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,04/07/2022,890155,491,264.571,5527,0,0.429,624.281,0.344,0.186,3.876,0,0,1.3,,,,,,,,,,,,,,,,,,3404537000,,,,548000,590857,238.77,,,,414,158100,0.011,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,05/07/2022,890590,435,311.571,5527,0,0.429,624.587,0.305,0.219,3.876,0,0,1.31,,,,,,,,,,,,,,,,,,3405158000,,,,621000,578000,238.81,,,,405,158100,0.011,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,06/07/2022,890948,358,343.143,5527,0,0.286,624.838,0.251,0.241,3.876,0,0,1.32,,,,,,,,,,,,,,,,,,3405812000,,,,654000,565000,238.86,,,,396,158100,0.011,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,07/07/2022,891314,366,379.571,5527,0,0.143,625.094,0.257,0.266,3.876,0,0,1.32,,,,,,,,,,,,,,,,,,3406557000,1295626000,1261908000,793279000,745000,562143,238.91,90.86,88.5,55.63,394,158100,0.011,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,08/07/2022,891800,486,438.714,5527,0,0.143,625.435,0.341,0.308,3.876,0,0,1.3,,,,,,,,,,,,,,,,,,3407361000,,,,804000,594286,238.96,,,,417,163371,0.011,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
CHN,Asia,China,09/07/2022,892232,432,429,5528,1,0.143,625.738,0.303,0.301,3.877,0.001,0,1.28,,,,,,,,,,,,,,,,,,3407945000,,,,584000,614571,239.01,,,,431,168643,0.012,73.61,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
